date,available_cash,holding_value,assets_value,position_count,pct_returns,pnl_daily_net,cumsum,benchmark_pct,benchmark
2021-03-01 00:00:00,200000.0,0.0,200000.0,0,,,,,
2021-03-01 00:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.014990410922750774,0.014990410922750774
2021-03-01 00:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0018925247871126594,0.016882935709863434
2021-03-01 00:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.00043557878450162235,0.01644735692536181
2021-03-01 01:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0038026976542711033,0.012644659271090708
2021-03-01 01:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0015766231464522384,0.014221282417542946
2021-03-01 01:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.00249858882426901,0.016719871241811957
2021-03-01 01:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0014583840317548002,0.015261487210057156
2021-03-01 02:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.004913366736110758,0.020174853946167914
2021-03-01 02:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.005695575468476655,0.02587042941464457
2021-03-01 02:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0017482318872266145,0.024122197527417955
2021-03-01 02:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.003258015829065597,0.020864181698352358
2021-03-01 03:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.000686564026026848,0.02017761767232551
2021-03-01 03:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.002549814401191286,0.022727432073516796
2021-03-01 03:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0038270355397382883,0.018900396533778507
2021-03-01 03:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.00018088416959183284,0.01908128070337034
2021-03-01 04:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.00024775354651218606,0.018833527156858154
2021-03-01 04:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0034486860087525884,0.015384841148105566
2021-03-01 04:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.002056097318474004,0.01744093846657957
2021-03-01 04:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.004286203754643614,0.021727142221223184
2021-03-01 05:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0030033365383559385,0.018723805682867245
2021-03-01 05:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.005877311156593068,0.012846494526274177
2021-03-01 05:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.001693285732248917,0.014539780258523094
2021-03-01 05:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0016461952791291257,0.01618597553765222
2021-03-01 06:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0008123293983806068,0.016998304936032826
2021-03-01 06:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,8.521129806648986e-05,0.017083516234099316
2021-03-01 06:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.009389311953607482,0.007694204280491834
2021-03-01 06:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0010814761516388938,0.008775680432130728
2021-03-01 07:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.00684427561151657,0.015619956043647298
2021-03-01 07:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0010396100076324188,0.01458034603601488
2021-03-01 07:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0007464796427651965,0.013833866393249683
2021-03-01 07:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.004327522151293728,0.01816138854454341
2021-03-01 08:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0053681090939414755,0.023529497638484886
2021-03-01 08:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0074311306398009425,0.03096062827828583
2021-03-01 08:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0043376544926803096,0.03529828277096614
2021-03-01 08:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0016238427518761034,0.033674440019090035
2021-03-01 09:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.005328085586323361,0.039002525605413396
2021-03-01 09:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0016085535607920365,0.03739397204462136
2021-03-01 09:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.005691568488611409,0.04308554053323277
2021-03-01 09:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.002155002552032048,0.04093053798120072
2021-03-01 10:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0014734915138547855,0.039457046467345935
2021-03-01 10:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.002367368261867786,0.03708967820547815
2021-03-01 10:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.00870010061816795,0.0457897788236461
2021-03-01 10:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0007749251294537629,0.04656470395309986
2021-03-01 11:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.002746155361492253,0.049310859314592115
2021-03-01 11:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.001822754459915532,0.04748810485467658
2021-03-01 11:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0019022484341491008,0.049390353288825684
2021-03-01 11:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0005710988784305426,0.04881925441039514
2021-03-01 12:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0006753588118715292,0.04949461322226667
2021-03-01 12:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.006002720971056252,0.04349189225121042
2021-03-01 12:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.007424947359661926,0.050916839610872344
2021-03-01 12:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0019447604389721818,0.052861600049844526
2021-03-01 13:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0071810209167295636,0.06004262096657409
2021-03-01 13:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0030415764309532634,0.057001044535620826
2021-03-01 13:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0007713398303801355,0.05777238436600096
2021-03-01 13:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0072457537353420864,0.050526630630658875
2021-03-01 14:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.005710749502137347,0.05623738013279622
2021-03-01 14:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0028353126436637677,0.05907269277645999
2021-03-01 14:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0027982559128454376,0.06187094868930543
2021-03-01 14:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.005387694312575575,0.05648325437672985
2021-03-01 15:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.007347289189701733,0.06383054356643159
2021-03-01 15:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.006948917671697696,0.07077946123812928
2021-03-01 15:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.008362020712321838,0.07914148195045112
2021-03-01 15:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.00014761876295477094,0.07928910071340589
2021-03-01 16:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.00613442303000733,0.07315467768339856
2021-03-01 16:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0038440248855200476,0.07699870256891861
2021-03-01 16:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.003549320640711673,0.07344938192820694
2021-03-01 16:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0033824130879345216,0.07683179501614146
2021-03-01 17:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.004025443591614497,0.07280635142452696
2021-03-01 17:15:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0034259715326361295,0.07623232295716309
2021-03-01 17:30:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.006100501862841279,0.07013182109432181
2021-03-01 17:45:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0035121758644555134,0.0666196452298663
